mean_kp1_conf,mean_kp2_conf,mean_kp3_conf,mean_kp4_conf,mean_kpt_global,mean_detection_conf
0.3001877971395818,0.30029795334612064,0.27134223468360325,0.2692172441317762,0.2852613073252705,0.0771423524643896
