mean_kp1_conf,mean_kp2_conf,mean_kp3_conf,mean_kp4_conf,mean_kpt_global,mean_detection_conf
0.7934532472690805,0.7951004929985392,0.7406841550223513,0.7341312231950574,0.7658422796212572,0.26511610866590657
